EmployeeID,Age,Gender,Education,Department,JobRole,YearsExperience,YearsAtCompany,PerformanceScore,WorkHours,Overtime,ProjectsHandled,TrainingHours,WorkLifeBalance,JobSatisfaction,Absences,Promotions,DistanceFromHome,StressLevel,MonthlyIncome,Attrition
10742,36.0,Female,PhD,Sales,Manager,28,15,1,44.0,No,14,92,3,1,19,3,3,Medium,67882.0,Yes
10743,27.0,Male,Master,Sales,Manager,7,24,1,66.0,Yes,4,28,1,5,5,2,22,High,32894.0,Yes
10744,36.0,Male,Master,Finance,Manager,2,21,1,37.0,No,14,30,4,2,10,2,23,High,26952.0,Yes
10745,27.0,Female,Bachelor,IT,Engineer,18,7,4,61.0,Yes,6,85,3,3,0,4,23,High,,Yes
10746,47.0,Female,Bachelor,Finance,Analyst,6,22,3,53.0,Yes,1,17,4,5,18,4,17,Medium,33477.0,No
10747,,Female,Bachelor,IT,Analyst,5,28,2,57.0,Yes,19,67,1,3,4,2,39,Low,28070.0,Yes
10748,34.0,Male,Master,Finance,Analyst,14,18,4,36.0,No,9,49,2,5,12,1,34,High,49972.0,Yes
10749,53.0,Male,PhD,IT,Manager,24,16,1,59.0,Yes,2,15,4,2,0,2,35,High,62832.0,Yes
10750,53.0,Female,PhD,Finance,Analyst,27,2,1,48.0,No,13,32,3,2,11,4,42,High,62384.0,Yes
10751,40.0,Male,Bachelor,Sales,Manager,31,13,5,56.0,No,5,35,2,1,3,2,13,Low,74083.0,Yes
10752,56.0,Male,Master,HR,Engineer,0,12,4,45.0,No,8,47,1,3,6,4,45,Low,24857.0,Yes
10753,27.0,Male,Bachelor,Sales,Engineer,34,5,5,61.0,No,3,86,3,2,6,1,36,Medium,77879.0,Yes
10754,52.0,Male,Bachelor,IT,Analyst,25,4,3,,Yes,1,37,1,3,14,3,49,Medium,,Yes
10755,23.0,Female,Master,HR,Engineer,22,19,1,63.0,No,3,84,3,1,7,4,27,High,53858.0,Yes
10756,,Male,Bachelor,HR,Analyst,18,28,3,32.0,Yes,16,22,1,1,0,1,26,Medium,,Yes
10757,49.0,Female,Master,Sales,Manager,26,18,1,49.0,Yes,4,42,2,5,12,2,8,High,56961.0,Yes
10758,44.0,Male,Bachelor,HR,Manager,9,14,4,66.0,Yes,3,77,1,5,7,4,26,Low,42294.0,Yes
10759,42.0,Female,PhD,HR,Engineer,34,8,1,43.0,Yes,1,33,4,5,0,3,43,Low,71148.0,No
10760,26.0,Male,Bachelor,Sales,Analyst,7,12,3,49.0,No,17,93,4,5,10,4,40,High,35702.0,Yes
10761,44.0,Male,PhD,Sales,Analyst,10,25,3,,No,11,83,3,3,6,2,7,High,39268.0,Yes
10762,,Male,Bachelor,Finance,Engineer,10,29,3,64.0,Yes,7,27,3,4,15,1,31,High,39143.0,Yes
10763,58.0,Female,Bachelor,IT,Analyst,13,20,1,42.0,Yes,7,92,2,3,0,2,44,Medium,37980.0,Yes
10764,30.0,Male,PhD,Sales,Analyst,30,5,5,45.0,No,13,89,1,5,5,3,40,High,71122.0,Yes
10765,36.0,Female,Bachelor,IT,Analyst,28,3,3,56.0,No,5,22,3,2,11,3,34,High,69533.0,Yes
10766,31.0,Male,Master,IT,Analyst,7,10,4,61.0,No,2,34,2,4,5,2,25,Low,41962.0,Yes
10767,52.0,Male,PhD,HR,Analyst,17,1,5,45.0,Yes,13,20,1,1,9,1,22,Medium,56504.0,Yes
10768,26.0,Male,Master,IT,Manager,15,18,2,37.0,Yes,13,47,2,5,8,1,30,Low,48898.0,Yes
10769,44.0,Female,Master,Sales,Analyst,19,17,1,,No,11,72,2,3,3,3,12,High,53873.0,Yes
10770,,Female,PhD,Finance,Engineer,11,15,2,50.0,Yes,15,45,4,1,11,2,3,Low,,Yes
10771,,Female,Bachelor,IT,Engineer,12,0,5,42.0,No,6,43,2,3,8,3,31,Low,46554.0,Yes
10772,47.0,Male,Master,IT,Manager,30,15,4,58.0,No,11,31,4,4,7,2,6,Medium,74374.0,No
10773,58.0,Male,Bachelor,Sales,Analyst,29,10,3,30.0,Yes,6,23,4,5,8,0,24,Low,74491.0,No
10774,38.0,Male,Master,Sales,Analyst,17,3,2,39.0,Yes,13,7,2,5,17,3,14,Low,50918.0,Yes
10775,59.0,Female,PhD,Sales,Manager,29,1,3,67.0,Yes,10,80,4,1,10,1,33,Medium,66610.0,Yes
10776,33.0,Female,PhD,Finance,Engineer,29,15,2,46.0,No,18,21,2,2,17,2,10,High,71293.0,Yes
10777,50.0,Male,Master,HR,Engineer,33,15,3,36.0,Yes,14,36,3,1,12,4,11,High,70992.0,Yes
10778,33.0,Male,PhD,Finance,Manager,11,20,3,60.0,No,4,7,1,2,19,3,19,High,39878.0,Yes
10779,54.0,Female,Master,IT,Analyst,15,0,3,47.0,No,9,46,3,3,18,2,16,Low,44864.0,No
10780,56.0,Female,Bachelor,Sales,Analyst,24,23,1,44.0,No,11,65,4,4,15,2,7,Medium,,No
10781,50.0,Male,Master,Sales,Engineer,23,21,5,52.0,Yes,9,3,4,3,18,2,8,Medium,69252.0,No
10782,45.0,Female,Master,Sales,Manager,18,6,1,30.0,Yes,16,14,3,1,0,4,27,Medium,49712.0,Yes
10783,22.0,Female,Master,IT,Engineer,20,5,4,,No,5,35,4,5,7,1,27,Medium,58096.0,No
10784,56.0,Female,PhD,HR,Manager,30,25,1,59.0,No,18,12,1,1,17,0,11,Low,70394.0,Yes
10785,38.0,Female,PhD,IT,Analyst,28,16,4,34.0,Yes,14,31,2,1,0,1,37,Low,67932.0,Yes
10786,25.0,Female,PhD,Finance,Analyst,29,26,3,62.0,No,19,7,2,2,2,4,40,Medium,68869.0,Yes
10787,39.0,Male,Master,Sales,Manager,23,26,3,50.0,Yes,14,12,2,5,7,1,28,High,63551.0,Yes
10788,38.0,Male,PhD,Sales,Engineer,3,3,1,48.0,No,5,16,1,1,11,3,17,Medium,25253.0,Yes
10789,52.0,Female,PhD,IT,Engineer,2,24,3,62.0,No,9,39,3,4,18,1,41,Low,27259.0,No
10790,41.0,Male,PhD,IT,Engineer,26,5,1,45.0,No,7,42,1,5,18,3,17,High,56312.0,Yes
10791,30.0,Female,PhD,Sales,Engineer,10,14,3,43.0,No,16,87,4,3,7,4,24,Low,39082.0,No
10792,57.0,Male,PhD,Sales,Engineer,10,1,5,31.0,No,10,48,3,4,14,4,9,Low,49437.0,No
10793,42.0,Male,Master,Finance,Manager,9,20,5,63.0,No,12,73,3,3,3,4,24,Medium,44718.0,No
10794,33.0,Male,Master,HR,Engineer,32,7,4,51.0,No,18,76,4,1,8,0,10,Medium,73878.0,Yes
10795,37.0,Female,PhD,IT,Engineer,21,14,4,69.0,Yes,3,29,1,3,11,0,16,Low,61814.0,Yes
10796,29.0,Male,PhD,Finance,Analyst,7,29,2,65.0,No,7,47,3,2,5,3,27,Medium,36943.0,Yes
10797,44.0,Male,Master,IT,Analyst,24,3,3,54.0,No,12,84,2,3,16,4,40,High,64818.0,Yes
10798,34.0,Female,Master,HR,Engineer,7,22,2,55.0,Yes,7,77,1,3,2,1,41,High,34807.0,Yes
10799,28.0,Male,PhD,Finance,Analyst,24,6,5,32.0,No,4,83,3,5,16,0,32,Low,64979.0,No
10800,57.0,Male,Bachelor,IT,Manager,23,29,4,40.0,Yes,10,26,4,3,7,4,34,Low,,No
10801,,Female,PhD,HR,Manager,17,7,3,66.0,Yes,7,19,2,4,6,4,15,Low,52175.0,Yes
10802,48.0,Male,Bachelor,Finance,Analyst,24,22,5,62.0,No,4,91,3,2,2,0,11,High,61999.0,Yes
10803,50.0,Female,PhD,IT,Analyst,24,2,3,50.0,Yes,15,49,3,1,18,0,30,High,61287.0,Yes
10804,27.0,Female,Bachelor,HR,Analyst,11,1,5,,Yes,18,60,4,4,19,1,28,Low,42862.0,No
10805,46.0,Female,Bachelor,Sales,Analyst,5,25,1,35.0,Yes,3,48,4,4,6,1,1,Low,30394.0,No
10806,31.0,Female,PhD,Sales,Analyst,0,20,5,33.0,Yes,2,1,4,1,10,4,12,Low,34003.0,Yes
10807,34.0,Male,Master,HR,Engineer,23,10,1,57.0,Yes,18,98,4,1,13,2,17,High,60905.0,Yes
10808,41.0,Female,Master,Sales,Engineer,22,11,4,50.0,Yes,17,10,2,3,12,3,20,High,,Yes
10809,28.0,Male,Master,Sales,Analyst,27,24,4,38.0,No,4,16,4,3,4,3,34,High,63692.0,Yes
10810,23.0,Female,Master,HR,Analyst,3,15,4,50.0,No,11,39,3,3,1,3,34,Medium,33392.0,No
10811,48.0,Female,PhD,HR,Manager,2,20,2,68.0,No,3,57,2,2,3,2,7,High,25111.0,Yes
10812,49.0,Male,Bachelor,IT,Analyst,4,0,1,67.0,No,7,64,1,2,2,1,49,Medium,29564.0,Yes
10813,43.0,Female,Master,Finance,Analyst,18,2,3,43.0,Yes,14,71,1,3,10,0,33,High,52074.0,Yes
10814,38.0,Female,PhD,Sales,Analyst,7,29,1,,No,17,74,4,5,3,3,2,High,32780.0,Yes
10815,55.0,Female,PhD,Finance,Manager,2,20,5,30.0,No,5,99,3,2,17,1,49,Medium,34797.0,Yes
10816,33.0,Female,Master,IT,Manager,27,10,3,68.0,No,13,36,2,5,15,1,15,Medium,70318.0,Yes
10817,32.0,Male,Master,HR,Analyst,32,21,2,59.0,No,1,16,3,2,18,1,34,High,67115.0,Yes
10818,25.0,Female,Master,HR,Manager,25,3,2,35.0,No,1,43,2,2,7,3,9,Medium,65832.0,Yes
10819,59.0,Male,Master,Sales,Manager,22,13,2,43.0,No,18,16,2,4,1,0,20,High,57994.0,Yes
10820,31.0,Female,PhD,IT,Engineer,31,13,2,32.0,No,7,98,1,2,15,4,10,High,70672.0,Yes
10821,31.0,Female,PhD,Sales,Engineer,5,13,1,53.0,No,2,17,3,5,2,3,37,High,31059.0,Yes
10822,51.0,Male,Bachelor,IT,Engineer,17,2,1,45.0,No,14,20,2,1,12,3,21,Medium,49673.0,Yes
10823,51.0,Male,Bachelor,HR,Manager,19,8,3,52.0,No,6,92,4,5,2,0,30,Low,50070.0,No
10824,33.0,Male,PhD,Finance,Manager,17,19,3,64.0,Yes,8,30,3,3,17,2,9,Low,51302.0,No
10825,34.0,Female,Bachelor,Sales,Analyst,15,26,4,50.0,No,17,54,3,4,18,0,41,Medium,46668.0,No
10826,45.0,Female,PhD,IT,Analyst,16,10,4,33.0,No,5,99,2,1,4,0,14,Medium,47851.0,Yes
10827,53.0,Male,Master,HR,Manager,26,2,1,51.0,No,14,50,4,4,17,0,16,Medium,61102.0,No
10828,53.0,Female,PhD,Sales,Engineer,20,22,5,,Yes,2,23,3,3,7,4,32,Low,63759.0,No
10829,35.0,Female,Master,IT,Analyst,27,22,2,56.0,No,9,89,1,2,7,1,23,High,59609.0,Yes
10830,36.0,Male,Master,IT,Manager,4,4,4,66.0,No,4,98,2,3,13,1,31,Medium,34325.0,Yes
10831,58.0,Male,PhD,HR,Analyst,1,26,4,32.0,No,1,74,4,5,5,4,21,High,28172.0,Yes
10832,26.0,Male,PhD,IT,Analyst,28,25,2,45.0,Yes,4,42,2,5,15,4,3,Medium,66816.0,Yes
10833,45.0,Female,Master,IT,Engineer,19,21,5,57.0,Yes,12,14,4,2,8,2,45,High,59876.0,Yes
10834,35.0,Male,Bachelor,HR,Manager,6,21,2,66.0,Yes,19,54,3,5,6,1,29,High,37399.0,Yes
10835,24.0,Male,PhD,Finance,Analyst,4,2,3,68.0,Yes,19,44,1,4,13,3,48,Low,33861.0,Yes
10836,24.0,Female,Master,IT,Engineer,8,4,4,66.0,Yes,17,48,4,5,13,0,11,Medium,35467.0,No
10837,50.0,Male,Bachelor,Sales,Analyst,10,23,3,43.0,Yes,3,70,2,5,14,0,40,Medium,38370.0,Yes
10838,54.0,Female,Bachelor,IT,Engineer,3,25,1,51.0,Yes,11,56,1,1,6,0,44,Low,27727.0,Yes
10839,47.0,Male,Master,IT,Manager,21,0,5,38.0,No,12,12,4,2,15,1,37,High,57615.0,Yes
10840,51.0,Male,PhD,Sales,Analyst,28,10,5,41.0,Yes,5,51,3,1,5,4,30,Medium,69175.0,Yes
10841,52.0,Female,Bachelor,IT,Engineer,8,25,2,30.0,Yes,11,85,4,2,2,0,32,Low,31895.0,Yes
10842,59.0,Male,Bachelor,IT,Engineer,30,1,1,49.0,No,4,63,3,5,14,1,37,Medium,67638.0,No
10843,,Male,Bachelor,Sales,Manager,16,21,4,,No,4,11,1,4,12,1,43,Medium,47727.0,Yes
10844,28.0,Male,Master,Finance,Analyst,4,19,3,41.0,No,11,9,4,4,19,0,37,High,30833.0,Yes
10845,,Female,Bachelor,HR,Analyst,11,9,5,53.0,No,7,93,4,5,7,0,42,Medium,43815.0,No
10846,53.0,Female,Bachelor,HR,Analyst,25,0,3,34.0,Yes,1,19,1,4,18,1,23,High,60249.0,Yes
10847,43.0,Male,Master,Finance,Analyst,34,4,4,50.0,Yes,13,24,1,5,6,1,10,Medium,76584.0,Yes
10848,41.0,Female,Bachelor,HR,Manager,7,9,3,,Yes,8,37,1,3,12,1,48,Low,35488.0,Yes
10849,32.0,Female,Master,Finance,Manager,14,25,2,68.0,Yes,18,6,2,5,2,0,29,Medium,42305.0,Yes
10850,22.0,Female,Bachelor,Finance,Engineer,27,27,2,51.0,No,14,24,1,5,15,0,25,High,59628.0,Yes
10851,33.0,Female,Master,HR,Analyst,19,25,4,50.0,No,3,34,2,3,9,4,28,Low,60464.0,Yes
10852,24.0,Male,Master,IT,Analyst,11,6,3,37.0,Yes,3,88,2,1,12,3,32,High,42721.0,Yes
10853,40.0,Male,PhD,Sales,Analyst,3,17,4,58.0,Yes,18,3,2,2,8,1,35,Medium,34327.0,Yes
10854,34.0,Male,PhD,HR,Manager,25,29,4,64.0,Yes,13,15,1,1,13,2,48,Low,67102.0,Yes
10855,50.0,Male,Master,Sales,Manager,0,17,2,48.0,Yes,17,59,2,5,14,2,23,High,,Yes
10856,49.0,Female,Master,HR,Engineer,0,27,4,57.0,Yes,14,5,1,4,6,4,20,High,27539.0,Yes
10857,28.0,Male,Bachelor,Finance,Engineer,25,19,3,57.0,No,2,20,2,3,17,4,39,Low,60126.0,Yes
10858,32.0,Male,Bachelor,HR,Analyst,25,8,2,45.0,No,13,70,3,4,7,3,31,Low,63057.0,No
10859,58.0,Male,PhD,Finance,Manager,6,12,5,31.0,No,2,26,1,2,10,2,23,Medium,38579.0,Yes
10860,46.0,Male,Bachelor,HR,Analyst,15,26,4,63.0,No,1,58,3,1,13,1,24,Low,46226.0,Yes
10861,22.0,Male,Master,Finance,Analyst,1,7,2,46.0,Yes,3,16,2,5,5,1,46,Low,25103.0,Yes
10862,34.0,Male,Master,Finance,Analyst,28,0,5,31.0,Yes,14,57,4,1,13,0,36,Low,76840.0,Yes
10863,26.0,Female,Master,HR,Engineer,17,16,3,69.0,No,12,45,2,3,19,0,18,Low,52034.0,Yes
10864,51.0,Female,Bachelor,Finance,Manager,4,29,4,47.0,No,1,0,3,1,11,0,12,Low,32712.0,Yes
10865,37.0,Male,Bachelor,IT,Manager,16,5,5,35.0,No,12,20,3,2,6,2,43,Low,58707.0,Yes
10866,45.0,Male,Master,HR,Engineer,21,11,2,34.0,No,4,41,1,5,1,0,49,Low,55180.0,Yes
10867,52.0,Male,Bachelor,HR,Manager,29,9,1,65.0,Yes,5,43,3,2,8,0,18,High,63912.0,Yes
10868,32.0,Female,Master,HR,Manager,11,28,1,46.0,No,15,12,4,5,4,2,22,High,39219.0,Yes
10869,33.0,Female,Master,Finance,Analyst,31,23,4,52.0,No,10,42,2,4,5,2,10,Low,,Yes
10870,,Male,Master,IT,Engineer,32,14,2,49.0,Yes,4,42,2,5,17,0,16,Low,75143.0,Yes
10871,45.0,Male,Master,IT,Engineer,25,12,3,60.0,Yes,16,33,4,3,11,1,36,Low,67854.0,No
10872,51.0,Female,PhD,IT,Engineer,21,14,1,34.0,No,17,77,1,1,11,2,34,Low,55387.0,Yes
10873,57.0,Male,Bachelor,Sales,Analyst,21,9,1,,No,19,40,2,4,8,3,6,Low,56659.0,Yes
10874,45.0,Male,Master,Sales,Manager,30,21,5,42.0,No,8,78,4,4,6,2,32,Medium,71124.0,No
10875,36.0,Female,Master,HR,Analyst,4,16,3,66.0,No,2,94,4,3,15,0,7,Medium,36536.0,No
10876,58.0,Female,Master,Finance,Engineer,11,29,5,35.0,No,7,28,3,5,19,2,18,Low,47763.0,No
10877,43.0,Female,Bachelor,Sales,Analyst,19,1,2,48.0,Yes,4,66,1,2,8,0,23,Medium,,Yes
10878,34.0,Male,Bachelor,IT,Manager,15,22,3,43.0,No,7,5,2,2,13,2,43,Medium,49729.0,Yes
10879,26.0,Female,PhD,HR,Analyst,19,16,2,51.0,Yes,13,73,1,4,7,2,45,Low,51673.0,Yes
10880,45.0,Female,PhD,HR,Analyst,11,22,2,31.0,Yes,18,68,4,5,18,1,34,High,37780.0,Yes
10881,43.0,Male,Master,IT,Manager,29,21,5,60.0,No,18,86,1,4,3,4,23,High,77337.0,Yes
10882,32.0,Female,PhD,HR,Analyst,29,21,4,39.0,Yes,4,85,2,2,19,0,42,Low,68126.0,Yes
10883,,Female,Bachelor,IT,Engineer,3,11,2,50.0,No,10,42,2,4,8,2,16,Low,29547.0,Yes
10884,56.0,Female,Master,Finance,Engineer,15,2,2,33.0,Yes,2,37,3,3,7,4,45,High,43850.0,Yes
10885,59.0,Male,Bachelor,HR,Analyst,7,25,3,31.0,No,16,26,3,2,18,0,26,Low,41210.0,Yes
10886,54.0,Male,PhD,HR,Manager,26,16,2,53.0,Yes,19,54,2,4,0,4,26,High,67032.0,Yes
10887,26.0,Female,Master,Sales,Analyst,14,23,2,42.0,Yes,4,15,3,4,19,0,10,Low,43327.0,No
10888,58.0,Male,Master,Finance,Analyst,13,28,3,,No,14,68,1,5,8,0,25,High,45111.0,Yes
10889,28.0,Male,Master,Finance,Manager,33,17,1,45.0,Yes,1,21,2,5,8,0,45,High,73419.0,Yes
10890,28.0,Male,Bachelor,Finance,Analyst,9,20,2,,No,10,5,3,1,17,3,49,Medium,40748.0,Yes
10891,53.0,Female,Bachelor,IT,Manager,15,8,3,61.0,Yes,11,10,4,5,19,3,26,High,,Yes
10892,54.0,Male,PhD,Finance,Engineer,8,15,5,59.0,Yes,16,41,1,3,0,0,31,Medium,45388.0,Yes
10893,35.0,Male,Bachelor,IT,Engineer,25,8,4,50.0,Yes,19,79,3,4,8,3,19,Medium,68089.0,No
10894,56.0,Male,PhD,HR,Manager,18,21,4,61.0,No,1,45,2,5,14,1,35,High,59125.0,Yes
10895,55.0,Female,Master,IT,Engineer,17,18,3,40.0,Yes,9,13,4,3,8,2,23,Medium,48760.0,No
10896,42.0,Male,Bachelor,Finance,Engineer,14,2,5,63.0,No,10,27,2,5,17,3,28,High,48872.0,Yes
10897,43.0,Male,Bachelor,Sales,Analyst,17,14,2,35.0,No,11,79,1,5,14,2,17,High,49052.0,Yes
10898,42.0,Male,Bachelor,Sales,Engineer,11,6,1,67.0,No,13,38,4,1,3,1,22,High,35266.0,Yes
10899,25.0,Male,Bachelor,Finance,Analyst,19,27,4,37.0,Yes,5,22,3,2,12,4,19,High,60574.0,Yes
10900,51.0,Female,Bachelor,Finance,Analyst,32,8,2,38.0,No,5,51,4,4,11,3,25,High,73893.0,Yes
10901,33.0,Male,Master,HR,Analyst,8,0,2,63.0,No,18,22,2,1,17,0,24,High,38099.0,Yes
10902,48.0,Female,Master,HR,Analyst,4,2,1,44.0,Yes,19,6,2,3,1,0,35,Low,25485.0,Yes
10903,40.0,Male,Master,Finance,Engineer,19,9,1,58.0,Yes,5,21,4,2,2,0,18,High,51840.0,Yes
10904,53.0,Female,Master,Sales,Manager,0,23,5,,Yes,15,25,3,3,3,1,44,High,32368.0,Yes
10905,36.0,Male,PhD,Finance,Manager,20,15,2,40.0,No,6,1,4,5,16,2,21,High,54942.0,Yes
10906,49.0,Female,PhD,IT,Engineer,24,6,3,33.0,No,12,40,1,5,17,0,27,Low,62763.0,Yes
10907,43.0,Female,PhD,HR,Analyst,28,22,1,61.0,No,16,48,3,4,13,1,6,Medium,65791.0,No
10908,44.0,Female,PhD,HR,Engineer,13,22,3,46.0,No,1,4,4,1,15,3,40,High,50208.0,Yes
10909,54.0,Male,PhD,Sales,Manager,13,17,1,47.0,No,4,96,1,5,4,0,42,Medium,41860.0,Yes
10910,27.0,Female,Master,Finance,Analyst,24,20,2,40.0,No,7,70,3,2,5,0,5,High,59485.0,Yes
10911,58.0,Male,PhD,IT,Engineer,12,15,1,56.0,Yes,6,47,3,2,9,1,46,Low,41421.0,Yes
10912,57.0,Female,Master,Sales,Engineer,34,0,3,34.0,No,7,60,3,3,8,0,14,Low,72298.0,No
10913,24.0,Male,Master,Sales,Analyst,23,11,4,38.0,No,11,88,1,3,13,1,14,High,63353.0,Yes
10914,54.0,Male,Bachelor,Finance,Manager,29,13,3,35.0,No,17,97,4,5,3,0,45,High,69389.0,Yes
10915,42.0,Female,PhD,Sales,Manager,34,5,2,,No,14,25,2,2,3,3,27,Medium,71248.0,Yes
10916,25.0,Male,PhD,HR,Analyst,11,21,3,32.0,No,19,7,4,5,19,2,44,Low,43086.0,No
10917,43.0,Male,Master,Finance,Manager,12,6,3,35.0,No,13,55,2,1,3,0,33,Medium,46036.0,Yes
10918,35.0,Female,Master,Sales,Manager,27,9,5,40.0,Yes,3,85,3,1,5,1,38,High,70393.0,Yes
10919,51.0,Male,Bachelor,Sales,Manager,25,2,1,36.0,No,2,59,3,1,1,1,26,High,63349.0,Yes
10920,29.0,Male,Bachelor,HR,Analyst,27,13,3,49.0,Yes,11,95,2,5,3,0,35,Medium,62518.0,Yes
10921,45.0,Male,Master,Sales,Engineer,29,13,4,59.0,Yes,13,14,3,4,15,3,39,Low,71750.0,No
10922,45.0,Female,Master,Sales,Engineer,19,7,5,61.0,No,14,21,2,2,14,0,1,Low,54340.0,Yes
10923,41.0,Male,Master,Sales,Analyst,11,20,3,48.0,Yes,15,60,1,3,4,4,30,Low,39984.0,Yes
10924,29.0,Female,Bachelor,HR,Analyst,4,19,4,61.0,Yes,1,17,3,5,5,3,36,Medium,33753.0,No
10925,58.0,Female,PhD,IT,Manager,18,20,4,49.0,No,7,72,4,3,10,3,1,High,,Yes
10926,42.0,Female,Bachelor,IT,Engineer,21,20,2,54.0,No,19,73,1,2,0,1,20,Medium,52933.0,Yes
10927,43.0,Female,Bachelor,IT,Manager,3,12,5,34.0,Yes,10,4,1,5,16,2,24,High,39349.0,Yes
10928,24.0,Male,Bachelor,Sales,Manager,10,22,3,44.0,Yes,19,29,3,5,7,0,49,Low,38369.0,No
10929,,Male,Master,Finance,Manager,23,11,2,51.0,Yes,6,3,3,3,7,1,44,Medium,56322.0,No
10930,35.0,Male,Bachelor,IT,Analyst,12,0,4,40.0,Yes,13,8,1,1,6,4,7,Medium,45513.0,Yes
10931,21.0,Male,PhD,Finance,Manager,15,18,3,69.0,Yes,5,48,3,4,5,2,30,Medium,51017.0,No
10932,,Male,Bachelor,Sales,Analyst,34,17,1,43.0,No,17,18,1,5,2,2,6,High,71742.0,Yes
10933,49.0,Female,PhD,HR,Manager,19,1,3,55.0,No,18,98,3,5,10,1,49,Low,50387.0,No
10934,40.0,Female,PhD,Finance,Manager,0,18,3,49.0,No,14,16,3,3,18,4,14,High,25876.0,Yes
10935,53.0,Female,Master,Sales,Engineer,26,26,5,40.0,No,5,68,1,3,0,4,47,Low,73725.0,Yes
10936,56.0,Male,Master,IT,Manager,16,10,3,47.0,Yes,19,90,4,3,13,1,18,Low,48365.0,No
10937,42.0,Female,Master,IT,Engineer,22,2,3,65.0,No,8,17,2,1,10,1,16,Low,55518.0,Yes
10938,33.0,Male,PhD,Sales,Engineer,2,2,1,51.0,Yes,15,28,3,2,11,1,4,Low,29545.0,Yes
10939,27.0,Male,Master,Sales,Engineer,26,24,1,34.0,No,4,42,3,4,2,2,13,Medium,57336.0,No
10940,28.0,Male,PhD,Finance,Manager,1,18,1,59.0,No,17,83,3,4,1,4,25,Low,20352.0,No
10941,48.0,Female,Master,IT,Manager,6,3,1,67.0,No,15,88,3,2,9,4,12,Medium,35332.0,Yes
10942,29.0,Female,Master,Sales,Analyst,3,10,1,53.0,No,17,90,1,3,6,4,6,High,27127.0,Yes
10943,45.0,Female,PhD,Sales,Engineer,24,2,3,58.0,Yes,14,77,3,4,13,4,31,Medium,66057.0,No
10944,36.0,Female,Master,IT,Engineer,1,29,4,45.0,Yes,16,74,1,4,2,3,3,High,28313.0,Yes
10945,30.0,Female,Bachelor,HR,Engineer,5,23,4,55.0,No,4,0,3,2,1,4,18,Medium,34597.0,Yes
10946,31.0,Male,Bachelor,IT,Engineer,11,12,2,66.0,No,18,49,4,4,0,1,41,Low,40763.0,No
10947,51.0,Female,Bachelor,Sales,Analyst,8,19,4,48.0,No,5,78,1,5,12,4,34,Medium,36902.0,Yes
10948,32.0,Female,Bachelor,IT,Analyst,30,4,1,57.0,Yes,5,15,2,2,8,4,45,Medium,62663.0,Yes
10949,51.0,Female,PhD,IT,Analyst,12,14,4,32.0,No,5,41,2,1,19,2,4,High,48118.0,Yes
10950,34.0,Male,Master,Finance,Analyst,12,22,1,39.0,Yes,9,53,2,3,10,2,47,Medium,39952.0,Yes
10951,52.0,Female,Bachelor,Finance,Manager,24,20,4,59.0,Yes,2,69,3,3,1,1,2,Low,60823.0,No
10952,37.0,Female,PhD,Sales,Engineer,26,25,3,47.0,No,7,24,3,2,15,0,3,Medium,65889.0,Yes
10953,55.0,Male,PhD,IT,Engineer,6,19,4,35.0,Yes,12,21,1,4,3,1,25,Medium,36670.0,Yes
10954,21.0,Female,Master,IT,Manager,14,4,4,39.0,Yes,7,57,4,1,13,2,7,Medium,50997.0,Yes
10955,49.0,Male,Bachelor,HR,Manager,18,26,1,57.0,No,18,35,3,2,5,2,1,Medium,46084.0,Yes
10956,24.0,Male,Bachelor,Sales,Engineer,33,9,4,57.0,Yes,17,67,2,1,5,1,5,Low,78086.0,Yes
10957,43.0,Female,PhD,Sales,Engineer,4,0,1,56.0,Yes,16,65,4,1,12,4,48,Medium,31167.0,Yes
10958,48.0,Female,PhD,Sales,Manager,21,7,4,50.0,Yes,10,56,2,2,19,4,45,High,62385.0,Yes
10959,36.0,Female,Bachelor,HR,Analyst,33,7,2,56.0,No,2,9,4,3,6,3,26,Low,71010.0,No
10960,32.0,Male,Master,Sales,Analyst,21,9,4,61.0,No,18,56,1,2,14,2,33,Low,62591.0,Yes
10961,41.0,Female,PhD,IT,Analyst,33,8,4,59.0,Yes,2,1,2,3,3,3,34,Medium,73512.0,Yes
10962,37.0,Male,PhD,IT,Analyst,20,0,5,,No,11,43,2,4,13,3,42,Low,56185.0,Yes
10963,33.0,Male,Master,Sales,Engineer,28,18,2,53.0,Yes,19,88,1,4,8,3,24,Low,70913.0,Yes
10964,52.0,Female,Master,IT,Manager,34,27,2,34.0,Yes,7,78,2,2,18,3,20,High,79578.0,Yes
10965,57.0,Female,PhD,Sales,Manager,22,27,2,69.0,Yes,15,61,1,2,7,3,12,High,56815.0,Yes
10966,35.0,Male,PhD,Sales,Manager,18,9,5,,No,16,85,2,5,1,2,49,Low,52448.0,Yes
10967,32.0,Female,Bachelor,HR,Manager,3,8,3,40.0,Yes,13,84,3,5,1,4,7,Low,30663.0,No
10968,35.0,Male,PhD,Finance,Engineer,26,19,4,36.0,No,15,52,2,5,1,3,20,Medium,62545.0,Yes
10969,,Female,PhD,Sales,Analyst,12,16,5,31.0,Yes,7,82,2,1,3,0,13,High,46826.0,Yes
10970,26.0,Female,PhD,Sales,Manager,34,18,1,52.0,No,2,89,3,3,11,0,48,Medium,,No
10971,37.0,Female,Bachelor,Finance,Engineer,23,9,1,34.0,No,15,19,4,4,0,1,3,High,54422.0,Yes
